platformBlocks
-75, 575, 20, <null>, <null>,
15375, 575, 20, <null>, <null>,
15525, 575, 20, <null>, <null>,
15975, 50, 20, <null>, <null>,
16125, 50, 20, <null>, <null>,
16275, 50, 20, <null>, <null>,
16425, 50, 20, <null>, <null>,
16575, 50, 20, <null>, <null>,
16725, 50, 20, <null>, <null>,
16875, 50, 20, <null>, <null>,
17025, 50, 20, <null>, <null>,
17175, 50, 20, <null>, <null>,
17325, 50, 20, <null>, <null>,
17475, 50, 20, <null>, <null>,
17625, 50, 20, <null>, <null>,
17775, 50, 20, <null>, <null>,
17925, 50, 20, <null>, <null>,
18075, 50, 20, <null>, <null>,
18225, 50, 20, <null>, <null>,
18375, 50, 20, <null>, <null>,
18525, 50, 20, <null>, <null>,
18675, 50, 20, <null>, <null>,
18825, 50, 20, <null>, <null>,
18975, 50, 20, <null>, <null>,
19125, 50, 20, <null>, <null>,
19275, 50, 20, <null>, <null>,
19425, 50, 20, <null>, <null>,
19575, 50, 20, <null>, <null>,
19725, 50, 20, <null>, <null>,
20475, 50, 20, <null>, <null>,
20625, 50, 20, <null>, <null>,
20775, 50, 20, <null>, <null>,
20925, 50, 20, <null>, <null>,
21075, 50, 20, <null>, <null>,
21225, 50, 20, <null>, <null>,
21375, 50, 20, <null>, <null>,
21525, 50, 20, <null>, <null>,
21675, 50, 20, <null>, <null>,
21825, 50, 20, <null>, <null>,
21975, 50, 20, <null>, <null>,
22125, 50, 20, <null>, <null>,
22275, 50, 20, <null>, <null>,
22425, 50, 20, <null>, <null>,
22725, 50, 20, <null>, <null>,
22581, 50, 20, <null>, <null>,
4875, 575, 20, <null>, <null>,
5025, 575, 20, <null>, <null>,
5175, 575, 20, <null>, <null>,
5325, 575, 20, <null>, <null>,
7275, 575, 20, <null>, <null>,
7425, 575, 20, <null>, <null>,
8175, 575, 20, <null>, <null>,
8325, 575, 20, <null>, <null>,
7575, 575, 20, <null>, <null>,
7725, 575, 20, <null>, <null>,
7875, 575, 20, <null>, <null>,
8025, 575, 20, <null>, <null>,
10875, 575, 20, <null>, <null>,
11025, 575, 20, <null>, <null>,
11175, 575, 20, <null>, <null>,
11325, 575, 20, <null>, <null>,
11475, 575, 20, <null>, <null>,
11625, 575, 20, <null>, <null>,
11775, 575, 20, <null>, <null>,
11925, 575, 20, <null>, <null>,
14475, 575, 20, <null>, <null>,
14625, 575, 20, <null>, <null>,
14775, 575, 20, <null>, <null>,
19875, 50, 20, <null>, <null>,
20025, 50, 20, <null>, <null>,
20175, 50, 20, <null>, <null>,
20325, 50, 20, <null>, <null>,
15825, 50, 20, <null>, <null>,
22875, 50, 20, <null>, <null>,
23025, 50, 20, <null>, <null>,
23175, 50, 20, <null>, <null>,
23325, 50, 20, <null>, <null>,
23475, 50, 20, <null>, <null>,
23625, 50, 20, <null>, <null>,
23775, 50, 20, <null>, <null>,
24075, 50, 20, <null>, <null>,
24225, 50, 20, <null>, <null>,
24375, 50, 20, <null>, <null>,
24525, 50, 20, <null>, <null>,
24900, 50, 20, <null>, <null>,
24625, 50, 20, <null>, <null>,
24975, 50, 20, <null>, <null>,
25125, 50, 20, <null>, <null>,
25275, 50, 20, <null>, <null>,
25425, 50, 20, <null>, <null>,
25575, 50, 20, <null>, <null>,
25725, 50, 20, <null>, <null>,
25875, 50, 20, <null>, <null>,
26025, 50, 20, <null>, <null>,
26175, 50, 20, <null>, <null>,
26200, 50, 20, <null>, <null>,
26475, 50, 20, <null>, <null>,
26625, 50, 20, <null>, <null>,
26775, 50, 20, <null>, <null>,
26925, 50, 20, <null>, <null>,
27025, 50, 20, <null>, <null>,
27225, 0, 20, <null>, <null>,
27375, 0, 20, <null>, <null>,
27525, 0, 20, <null>, <null>,
27675, 0, 20, <null>, <null>,
27825, 0, 20, <null>, <null>,
28275, 0, 20, <null>, <null>,
28425, 0, 20, <null>, <null>,
28575, 0, 20, <null>, <null>,
28725, 0, 20, <null>, <null>,
28875, 0, 20, <null>, <null>,
29175, 0, 20, <null>, <null>,
29325, 0, 20, <null>, <null>,
29475, 0, 20, <null>, <null>,
29625, 0, 20, <null>, <null>,
29725, 0, 20, <null>, <null>,
30000, 0, 20, <null>, <null>,
30075, 0, 20, <null>, <null>,
30225, 0, 20, <null>, <null>,
30375, 0, 20, <null>, <null>,
30525, 0, 20, <null>, <null>,
30675, 0, 20, <null>, <null>,
30825, 0, 20, <null>, <null>,
30975, 0, 20, <null>, <null>,
31275, 0, 20, <null>, <null>,
31425, 0, 20, <null>, <null>,
31575, 0, 20, <null>, <null>,
31725, 0, 20, <null>, <null>,
31875, 0, 20, <null>, <null>,
32025, 0, 20, <null>, <null>,
32175, 0, 20, <null>, <null>,
32325, 0, 20, <null>, <null>,
32475, 0, 20, <null>, <null>,
32625, 0, 20, <null>, <null>,
32775, 0, 20, <null>, <null>,
32925, 0, 20, <null>, <null>,
33075, 0, 20, <null>, <null>,
33225, 0, 20, <null>, <null>,
33375, 0, 20, <null>, <null>,
33525, 0, 20, <null>, <null>,
33675, 0, 20, <null>, <null>,
33825, 0, 20, <null>, <null>,
33975, 0, 20, <null>, <null>,
34125, 0, 20, <null>, <null>,
34275, 0, 20, <null>, <null>,
34425, 0, 20, <null>, <null>,
34575, 0, 20, <null>, <null>,
34725, 0, 20, <null>, <null>,
23925, 50, 20, <null>, <null>,
27075, 50, 20, <null>, <null>,
27975, 0, 20, <null>, <null>,
28125, 0, 20, <null>, <null>,
29025, 0, 20, <null>, <null>,
actionIndicators
playerCheckpoints
15000, 525,
1800, 525,
5400, 525,
7800, 525,
11400, 525,
17400, 0,
20400, 0,
23400, 0,
28200, -50,
31800, -50,
player
0, 540,
enemies
3300, 525, enemy,
3000, 525, enemy,
2700, 525, enemy,
2400, 525, enemy,
8400, 450, enemy,
8700, 450, enemy,
9000, 450, enemy,
9300, 450, enemy,
9600, 450, enemy,
9900, 450, enemy,
10200, 450, enemy,
10500, 450, enemy,
18600, 0, enemy,
18650, 0, enemy,
18700, 0, enemy,
18750, 0, enemy,
18900, 0, enemy,
19100, 0, enemy,
18800, 0, enemy,
18850, 0, enemy,
19000, 0, enemy,
19050, 0, enemy,
18950, 0, enemy,
24150, 0, enemy,
24300, 0, enemy,
24375, 0, enemy,
24825, -75, enemy,
25050, 0, enemy,
25125, 0, enemy,
25575, 0, enemy,
25875, 0, enemy,
26025, 0, enemy,
26325, -75, enemy,
26700, 0, enemy,
27225, -50, enemy,
27450, -50, enemy,
27525, -50, enemy,
28350, -50, enemy,
28500, -50, enemy,
28575, -50, enemy,
28950, -50, enemy,
29100, -50, enemy,
29175, -50, enemy,
29550, -50, enemy,
29700, -50, enemy,
30150, -50, enemy,
30300, -50, enemy,
30600, -50, enemy,
30750, -50, enemy,
30825, -50, enemy,
30900, -50, enemy,
31125, -125, enemy,
31350, -50, enemy,
31500, -50, enemy,
31575, -50, enemy,
31950, -50, enemy,
32100, -50, enemy,
32175, -50, enemy,
33225, -50, enemy,
33375, -50, enemy,
33525, -50, enemy,
26550, 0, enemy,
26775, 0, enemy,
killFloors
16050, 600,
9900, 625,
10500, 625,
6100, 625,
7025, 625,
24775, 125,
26300, 100,
31125, 75,
29875, 75,
goalBlocks
34725, -50,
breakableWalls
ziplines
placers
slideWalls
12075, 475,
12675, 475,
13275, 475,
13875, 475,
25425, -50,
27825, -100,
27875, -100,
27925, -100,
27975, -100,
28025, -100,
28075, -100,
28800, -100,
30450, -100,
powerups
18000, -25,
29400, -150,
jumpBoosts
15450, 425,
coins
12225, 450,
12825, 450,
13425, 450,
14025, 450,
28050, -50,
27900, -50,
31800, -150,
keyBindings
3000, 350, punch,
3300, 350, punch,
2400, 350, punch,
2700, 350, punch,
6000, 375, jump,
6300, 375, jump,
6600, 375, jump,
6900, 375, jump,
11950, 375, slide,
12550, 375, slide,
13125, 375, slide,
15450, 300, jump,
21000, -175, punch,
21075, -175, punch,
21150, -175, punch,
21225, -175, punch,
21300, -175, punch,
21375, -175, punch,
21450, -175, punch,
21525, -175, punch,
18600, -199.999938964844, punch,
21600, -174.999938964844, punch,
skips
mashes
21000, 0, 21600, 0,
32400, -50, 32850, -50,
holds
moveLines
loops
